model,dtype,n_steps,kl_mean,js_mean,flip_rate,prompt_len
llama2,fp16,32,3.019826189942787e-06,7.536735735988453e-07,0.0,78
llama2,fp32,32,2.995329506649824e-08,4.575124739995828e-09,0.0,78
llama2,fp16,32,6.027544376507876e-06,1.5040422155498945e-06,0.0,66
llama2,fp32,32,3.888045219113678e-08,1.4592215297204447e-08,0.0,66
llama2,fp16,32,4.356835476393428e-06,1.0944100963250492e-06,0.0,60
llama2,fp32,32,2.652495351140871e-08,3.449986851755682e-09,0.0,60
llama2,fp16,32,1.0530212083637025e-05,2.6345168039065836e-06,0.0,73
llama2,fp32,32,4.057528918410824e-08,1.2829028339655935e-08,0.0,73
llama2,fp16,32,1.2350695230978204e-06,3.0058228242535456e-07,0.0,33
llama2,fp32,32,2.6119994084305986e-08,4.823857292779454e-09,0.0,33
llama2,fp16,32,7.442625237885636e-06,1.860682295573568e-06,0.0,88
llama2,fp32,32,3.372298107429117e-08,1.0252944035449296e-08,0.0,88
llama2,fp16,32,5.263412195866124e-06,1.310362192752379e-06,0.0,73
llama2,fp32,32,2.4188975739081187e-08,8.863063043901276e-09,0.0,73
llama2,fp16,32,6.259058767277281e-06,1.5590795000575142e-06,0.0,48
llama2,fp32,32,1.2233083213075702e-08,1.3734554091260343e-08,0.0,48
llama2,fp16,32,8.591603887719845e-06,2.160168675602314e-06,0.0,44
llama2,fp32,32,3.69227783417192e-08,1.1709795289666092e-08,0.0,44
llama2,fp16,32,3.908815081832273e-06,9.657121833317461e-07,0.0,58
llama2,fp32,32,4.20068300144294e-08,9.414038409927272e-09,0.0,58
llama2,fp16,32,6.547838554693541e-06,1.6498067791359539e-06,0.0,69
llama2,fp32,32,3.1902686048468354e-08,1.0786866289080876e-08,0.0,69
llama2,fp16,32,5.9680736819167635e-06,1.5006618531709925e-06,0.0,68
llama2,fp32,32,3.773629494996378e-08,7.875444334864978e-09,0.0,68
llama2,fp16,32,1.9200780606576373e-06,4.7453364500349426e-07,0.0,64
llama2,fp32,32,1.3845360948006036e-08,7.178018101346856e-09,0.0,64
llama2,fp16,32,1.969328951023641e-06,4.833881034338461e-07,0.0,31
llama2,fp32,32,2.8575950855591614e-08,6.6342455973256165e-09,0.0,31
llama2,fp16,32,9.997522945059956e-07,2.4671843582013686e-07,0.0,51
llama2,fp32,32,1.384628015022038e-08,3.766210631556133e-09,0.0,51
llama2,fp16,32,6.856615519579279e-06,1.7143848000666928e-06,0.0,72
llama2,fp32,32,2.816644784076061e-08,1.0122065435824723e-08,0.0,72
llama2,fp16,32,2.3366679937630863e-06,5.793245215213183e-07,0.0,43
llama2,fp32,32,3.224122838152432e-08,5.559231262830533e-09,0.0,43
llama2,fp16,32,3.932655052052425e-06,9.746605241223172e-07,0.0,126
llama2,fp32,32,3.8783551453702714e-08,7.626806162314148e-09,0.0,126
llama2,fp16,32,2.964353678081011e-06,7.356250646406437e-07,0.0,39
llama2,fp32,32,4.9274698155077346e-08,1.0683953222123677e-08,0.0,39
llama2,fp16,32,5.280099100057889e-06,1.3089264921384292e-06,0.0,62
llama2,fp32,32,1.7543376779061148e-08,6.745393913570874e-09,0.0,62
llama2,fp16,32,3.107639095167869e-06,7.743559903988784e-07,0.0,49
llama2,fp32,32,1.9510521713636195e-08,7.957108877343615e-09,0.0,49
llama2,fp16,32,7.162321268294747e-07,1.7652348613395041e-07,0.0,75
llama2,fp32,32,3.5018828080379816e-08,1.8994519446896563e-09,0.0,75
llama2,fp16,32,7.431862145311115,0.5541951642627154,0.875,71
llama2,fp32,32,3.337254317337113e-08,5.82510095714639e-09,0.0,71
llama2,fp16,32,8.530886100865942e-07,2.0663384753261127e-07,0.0,76
llama2,fp32,32,1.679863050399466e-08,5.4251572726392305e-09,0.0,76
llama2,fp16,32,9.482727081344677e-07,2.406766371199076e-07,0.0,48
llama2,fp32,32,2.301159162786809e-08,3.6610169177903745e-09,0.0,48
llama2,fp16,32,6.284894320529588e-06,1.5700903257531706e-06,0.0,36
llama2,fp32,32,4.050365942642742e-08,1.2720518610676024e-08,0.0,36
llama2,fp16,32,4.265497311362054e-06,1.072343754793259e-06,0.0,67
llama2,fp32,32,2.2942852589968865e-08,1.137610335100181e-08,0.0,67
llama2,fp16,32,4.02150549883018e-06,9.998663778043593e-07,0.0,47
llama2,fp32,32,4.258278035740304e-08,9.512432064262555e-09,0.0,47
llama2,fp16,32,8.691841318908544e-07,2.1739873448667346e-07,0.0,53
llama2,fp32,32,1.7027945721850846e-08,4.648031418953702e-09,0.0,53
llama2,fp16,32,1.2095560808500494e-06,2.9688672088801216e-07,0.0,66
llama2,fp32,32,2.86259479781361e-08,5.474945464004066e-09,0.0,66
llama2,fp16,32,9.910932035062103e-07,2.549737053714196e-07,0.0,37
llama2,fp32,32,2.9622752891270143e-08,6.236897045694412e-09,0.0,37
llama2,fp16,32,3.2662302547059596e-06,8.046398677352684e-07,0.0,59
llama2,fp32,32,2.7649448362809803e-08,2.345832390317215e-09,0.0,59
llama2,fp16,32,8.734972643420491e-06,2.1867555646259973e-06,0.0,83
llama2,fp32,32,2.9692758529709096e-08,8.848384733251002e-09,0.0,83
llama2,fp16,32,4.439315881565875e-06,1.1143477987030082e-06,0.0,45
llama2,fp32,32,2.3905551815861514e-08,1.5550007656517373e-08,0.0,45
llama2,fp16,32,8.831378205842455e-06,2.207631958128786e-06,0.0,69
llama2,fp32,32,3.183960894936888e-08,9.168136388959525e-09,0.0,69
llama2,fp16,32,8.172833235953192e-06,2.05330106994861e-06,0.0,113
llama2,fp32,32,4.205084480624066e-08,1.6139667213810327e-08,0.0,113
llama2,fp16,32,1.470905784506371e-06,3.6925020746592097e-07,0.0,46
llama2,fp32,32,1.9168054171680993e-08,4.972782387258068e-09,0.0,46
llama2,fp16,32,6.247690150118501e-06,1.5524862251314886e-06,0.0,45
llama2,fp32,32,2.8642616889396066e-08,8.767719994473566e-09,0.0,45
llama2,fp16,32,9.01769938521646e-06,2.2541220362493064e-06,0.0,30
llama2,fp32,32,3.7046563788889486e-08,1.0951972766182205e-08,0.0,30
llama2,fp16,32,1.2201353967178363e-06,3.0732750824769006e-07,0.0,57
llama2,fp32,32,1.5311748122887048e-08,2.0099739164725072e-09,0.0,57
llama2,fp16,32,1.8019048133588456e-06,4.4696907874897107e-07,0.0,74
llama2,fp32,32,3.759020972271543e-08,5.4241511282526744e-09,0.0,74
llama2,fp16,32,1.2618720601764721e-06,3.0902681363853546e-07,0.0,47
llama2,fp32,32,1.615112617259218e-08,3.34853230365105e-09,0.0,47
llama2,fp16,32,5.763713219808508e-06,1.4393308878091204e-06,0.0,80
llama2,fp32,32,1.8448037153451224e-08,9.327782199419765e-09,0.0,80
llama2,fp16,32,8.660368447266364e-06,2.174375736498091e-06,0.0,140
llama2,fp32,32,3.8561785882924816e-08,6.046639396757765e-09,0.0,140
llama2,fp16,32,2.643244775613063e-06,6.621534365813808e-07,0.0,51
llama2,fp32,32,2.7956476217338988e-08,1.0521440663158188e-09,0.0,51
llama2,fp16,32,7.73628636530077e-06,1.9290086549217378e-06,0.0,35
llama2,fp32,32,4.709894264876002e-08,1.033280183637686e-08,0.0,35
llama2,fp16,32,4.03227689016461e-06,1.015527603065447e-06,0.0,69
llama2,fp32,32,1.5792275855075477e-08,4.3625697498939076e-09,0.0,69
llama2,fp16,32,8.608270510634952e-06,2.1539276788828943e-06,0.0,65
llama2,fp32,32,3.496443418127271e-08,9.747765100306949e-09,0.0,65
llama2,fp16,32,8.791615959957699e-07,2.1443547802701968e-07,0.0,67
llama2,fp32,32,2.3796232567763198e-08,4.039602223039618e-09,0.0,67
llama2,fp16,32,8.712624451661213,0.585422567592218,0.90625,42
llama2,fp32,32,2.08579745419879e-08,5.350468408604758e-09,0.0,42
llama2,fp16,32,9.187943710298185e-07,2.2301299948401798e-07,0.0,68
llama2,fp32,32,1.792130467550418e-08,1.0424770451392118e-08,0.0,68
llama2,fp16,32,7.735516592166647e-06,1.9314333259967675e-06,0.0,71
llama2,fp32,32,2.429280282316426e-08,1.2422499088421413e-08,0.0,71
llama2,fp16,32,6.084621893664988e-06,1.5142585367000638e-06,0.0,62
llama2,fp32,32,4.029851477516111e-08,1.2754013289928423e-08,0.0,62
llama2,fp16,32,6.389823827834817e-06,1.5972688814924751e-06,0.0,80
llama2,fp32,32,2.658700973962036e-08,1.3552160671448377e-08,0.0,80
llama2,fp16,32,6.582751553629862e-06,1.648583960900396e-06,0.0,126
llama2,fp32,32,2.1003918770912122e-08,1.1898111648700471e-08,0.0,126
llama2,fp16,32,6.951751245765081e-06,1.7377306842369933e-06,0.0,95
llama2,fp32,32,1.5223933003127854e-08,1.2330275023231252e-08,0.0,95
llama2,fp16,32,1.966002143971579e-06,4.877856549789783e-07,0.0,63
llama2,fp32,32,2.895089441096177e-08,2.879074024325634e-09,0.0,63
llama2,fp16,32,1.6884402529449005e-06,4.2142009282208903e-07,0.0,38
llama2,fp32,32,2.9443493386460684e-08,2.4705442171202296e-09,0.0,38
llama2,fp16,32,6.68711396034638e-07,1.6809752828583768e-07,0.0,49
llama2,fp32,32,1.823136652756574e-08,2.597520129543618e-09,0.0,49
llama2,fp16,32,7.3298795184584264e-06,1.8236884937739006e-06,0.0,55
llama2,fp32,32,3.243154717003094e-08,1.1568173571840923e-08,0.0,55
llama2,fp16,32,6.486630606261645e-07,1.6585904805133111e-07,0.0,121
llama2,fp32,32,2.55353552816584e-08,5.7927912761740474e-09,0.0,121
llama2,fp16,32,7.057742196892036e-06,1.7672370761223632e-06,0.0,65
llama2,fp32,32,3.1428093960617076e-08,1.3706714513395113e-08,0.0,65
llama2,fp16,32,4.962594883473059e-06,1.2370682698215063e-06,0.0,65
llama2,fp32,32,3.739551679426967e-08,5.78604449075204e-09,0.0,65
llama2,fp16,32,1.6243250604563997e-06,4.0111439880696764e-07,0.0,50
llama2,fp32,32,1.495424799616285e-08,7.929591941402414e-09,0.0,50
llama2,fp16,32,8.831597928526946e-07,2.2449415526537564e-07,0.0,54
llama2,fp32,32,1.679778703200102e-08,4.623414989724482e-09,0.0,54
llama2,fp16,32,5.912765679516596e-06,1.467096019391878e-06,0.0,74
llama2,fp32,32,3.665437559030593e-08,9.085250149420965e-09,0.0,74
llama2,fp16,32,2.050219759075489e-06,5.167653984727849e-07,0.0,44
llama2,fp32,32,2.598877524295773e-08,4.708913953210825e-09,0.0,44
llama2,fp16,32,5.03191107981138e-06,1.2611015434149664e-06,0.0,89
llama2,fp32,32,4.599956665574112e-08,9.13927755696875e-09,0.0,89
llama2,fp16,32,1.0222271797921678e-06,2.4960417283059755e-07,0.0,43
llama2,fp32,32,2.5995705615899922e-08,6.129799862142349e-09,0.0,43
llama2,fp16,32,4.075191719771221e-06,1.0168093481505158e-06,0.0,101
llama2,fp32,32,2.3627444278861987e-08,1.1058365598226594e-08,0.0,101
llama2,fp16,32,2.764299410262794e-06,6.878748214367292e-07,0.0,42
llama2,fp32,32,2.7007460726147237e-08,4.372185048034938e-09,0.0,42
llama2,fp16,32,8.019868530162455e-06,2.003994195698411e-06,0.0,50
llama2,fp32,32,3.415881510981933e-08,7.54571996552933e-09,0.0,50
llama2,fp16,32,6.343916121753779e-06,1.576448066531455e-06,0.0,66
llama2,fp32,32,2.5384747248669015e-08,9.814671048102852e-09,0.0,66
llama2,fp16,32,1.2062512926291902e-06,2.946819851468163e-07,0.0,33
llama2,fp32,32,3.4339860247034615e-08,8.395097353397496e-09,0.0,33
llama2,fp16,32,5.616239656447419e-06,1.3896549418968007e-06,0.0,66
llama2,fp32,32,1.1670653776718609e-08,7.047413930205693e-09,0.0,66
llama2,fp16,32,9.220841228341214e-07,2.338600341156294e-07,0.0,34
llama2,fp32,32,2.9056024492685184e-08,8.016906104246768e-09,0.0,34
llama2,fp16,32,6.1252315477489105e-06,1.5304872991867002e-06,0.0,40
llama2,fp32,32,2.136819393649958e-08,4.64627208929258e-09,0.0,40
llama2,fp16,32,5.862974708836788e-06,1.4584115144433696e-06,0.0,46
llama2,fp32,32,2.8356175039989662e-08,1.550347489970294e-08,0.0,46
llama2,fp16,32,4.277635898830567e-06,1.0694744360661979e-06,0.0,61
llama2,fp32,32,2.3597431952904202e-08,9.32788262299547e-09,0.0,61
llama2,fp16,32,3.608590770087794e-06,8.983778953877697e-07,0.0,32
llama2,fp32,32,2.9099031254031793e-08,5.5770045734315765e-09,0.0,32
llama2,fp16,32,6.568766323766795e-06,1.6421353717932519e-06,0.0,68
llama2,fp32,32,2.908476073176791e-08,1.3545815507470804e-08,0.0,68
llama2,fp16,32,5.418935305367967e-06,1.353116385993669e-06,0.0,60
llama2,fp32,32,3.24560585768241e-08,7.404147274025358e-09,0.0,60
llama2,fp16,32,1.2751290719981156e-06,3.203540161339502e-07,0.0,63
llama2,fp32,32,2.7845730341327646e-08,3.2725359314783597e-09,0.0,63
llama2,fp16,32,5.556428104513955e-06,1.388765782872614e-06,0.0,53
llama2,fp32,32,3.1375959603022197e-08,8.263275889930366e-09,0.0,53
llama2,fp16,32,6.794206774074496e-06,1.6880968836119337e-06,0.0,89
llama2,fp32,32,3.1770630126715105e-08,1.0880049028383354e-08,0.0,89
llama2,fp16,32,2.3350987621295616e-06,5.783025593952829e-07,0.0,55
llama2,fp32,32,3.852134983217681e-08,4.895577415675589e-09,0.0,55
llama2,fp16,32,1.2355441043609972e-06,3.0913612292238213e-07,0.0,44
llama2,fp32,32,3.173795065647411e-08,8.320126086355795e-09,0.0,44
llama2,fp16,32,2.7632822793555167e-06,6.867772381347059e-07,0.0,50
llama2,fp32,32,1.8087928899471195e-08,4.134400398425608e-09,0.0,50
llama2,fp16,32,6.500970852751919e-07,1.6662324459071343e-07,0.0,36
llama2,fp32,32,3.315395529293608e-08,1.2223988939130681e-09,0.0,36
llama2,fp16,32,8.118623937791725e-06,2.0158577535012157e-06,0.0,36
llama2,fp32,32,2.689494138508053e-08,1.1446298325834547e-08,0.0,36
llama2,fp16,32,1.9900265126882033e-06,5.049104315202335e-07,0.0,46
llama2,fp32,32,1.339441296072108e-08,4.754763461428668e-09,0.0,46
llama2,fp16,32,3.928583341195058e-06,9.931379475469626e-07,0.0,62
llama2,fp32,32,2.4712587975983524e-08,4.834375646328715e-09,0.0,62
llama2,fp16,32,1.1631378461496311e-06,2.963965651109346e-07,0.0,130
llama2,fp32,32,7.664915319745454e-09,2.9347182414242445e-09,0.0,130
llama2,fp16,32,1.8561047880893966e-06,4.5705915785454465e-07,0.0,58
llama2,fp32,32,2.3663168147169955e-08,2.9644524196514865e-09,0.0,58
llama2,fp16,32,4.143750198859486e-06,1.0282836682140584e-06,0.0,86
llama2,fp32,32,3.0988218241434495e-08,7.4497945624918405e-09,0.0,86
llama2,fp16,32,6.703882696967867e-06,1.6728928491360762e-06,0.0,87
llama2,fp32,32,2.8175705324429146e-08,1.0201084740812938e-08,0.0,87
llama2,fp16,32,5.793198206038852e-06,1.453612989310571e-06,0.0,91
llama2,fp32,32,2.580318136935489e-08,9.186407468053659e-09,0.0,91
llama2,fp16,32,1.9009318178442314e-06,4.7328406349578245e-07,0.0,79
llama2,fp32,32,2.7008602614814192e-08,3.118105916695424e-09,0.0,79
llama2,fp16,32,3.538218213472444e-06,8.828267805682799e-07,0.0,93
llama2,fp32,32,3.911854246085866e-08,6.631359961151162e-09,0.0,93
llama2,fp16,32,3.893010242284056e-06,9.808601047489596e-07,0.0,59
llama2,fp32,32,3.732193165628672e-08,1.2214725175763164e-08,0.0,59
llama2,fp16,32,1.91883825828576e-06,4.872140993150698e-07,0.0,109
llama2,fp32,32,3.909030023806215e-08,3.4361054119212697e-09,0.0,109
llama2,fp16,32,2.505019867982128e-06,6.211770935404815e-07,0.0,72
llama2,fp32,32,1.7630661153233973e-08,7.516922216621591e-09,0.0,72
llama2,fp16,32,4.821338840166334e-06,1.2118795712778851e-06,0.0,90
llama2,fp32,32,2.0122405679223743e-08,2.9093085579523503e-09,0.0,90
llama2,fp16,32,4.9293493384894305e-06,1.2416944768500748e-06,0.0,49
llama2,fp32,32,3.350787163361457e-08,9.846116616474276e-09,0.0,49
llama2,fp16,32,1.2954537248477394e-06,3.3734445867295015e-07,0.0,75
llama2,fp32,32,2.0358896894723255e-08,2.873406527038186e-09,0.0,75
llama2,fp16,32,9.337490552985273e-07,2.3954098860023976e-07,0.0,67
llama2,fp32,32,1.8795020675227425e-08,5.255247445545841e-09,0.0,67
llama2,fp16,32,4.831760343493308e-06,1.2085514188298063e-06,0.0,49
llama2,fp32,32,3.516965149663598e-08,1.2592470385874854e-08,0.0,49
llama2,fp16,32,3.971123476387284e-06,9.870273993128897e-07,0.0,78
llama2,fp32,32,3.312171673042208e-08,4.356760160972861e-09,0.0,78
llama2,fp16,32,2.9625315701160275,0.1802731202598764,0.3125,69
llama2,fp32,32,3.211083471343912e-08,9.457020111458547e-09,0.0,69
llama2,fp16,32,6.863384781619075e-06,1.7129393553028116e-06,0.0,48
llama2,fp32,32,3.36788997037929e-08,1.3990043975717348e-08,0.0,48
llama2,fp16,32,2.260067966552981e-06,5.690978359673693e-07,0.0,59
llama2,fp32,32,4.5834290585133886e-08,1.0667737311564895e-08,0.0,59
llama2,fp16,32,7.857491195473187e-06,1.9539915103450323e-06,0.0,136
llama2,fp32,32,2.6938363636985763e-08,6.0282549828663545e-09,0.0,136
llama2,fp16,32,2.111620452494023e-06,5.29070812646526e-07,0.0,63
llama2,fp32,32,3.2488571333200156e-08,6.459550200288433e-09,0.0,63
llama2,fp16,32,7.648676958904588e-06,1.914698952498739e-06,0.0,45
llama2,fp32,32,3.304073775689531e-08,6.724354184584058e-09,0.0,45
llama2,fp16,32,6.091016657272519e-06,1.5240265852645152e-06,0.0,57
llama2,fp32,32,3.3739035440460974e-08,8.66472783800365e-09,0.0,57
llama2,fp16,32,1.7910662153397539e-06,4.4196557177911266e-07,0.0,74
llama2,fp32,32,1.8907259674572074e-08,4.850928901622975e-09,0.0,74
llama2,fp16,32,5.8047116344578376e-06,1.444134550684581e-06,0.0,52
llama2,fp32,32,2.5801870967914753e-08,8.13297029028659e-09,0.0,52
llama2,fp16,32,5.8204715891463366e-06,1.4464148954118627e-06,0.0,82
llama2,fp32,32,3.329625850034823e-08,1.0167320083076525e-08,0.0,82
llama2,fp16,32,6.618828325422044e-07,1.6509167388711887e-07,0.0,82
llama2,fp32,32,2.8770543697431705e-08,4.876334964293294e-09,0.0,82
llama2,fp16,32,5.414502721734493e-06,1.3537264714202912e-06,0.0,48
llama2,fp32,32,3.348024668614613e-08,7.1203026860006124e-09,0.0,48
llama2,fp16,32,1.702137990555741e-06,4.211104630003071e-07,0.0,49
llama2,fp32,32,2.4080721058687693e-08,8.115693798417534e-10,0.0,49
llama2,fp16,32,3.2866113223173343e-06,8.17194538149657e-07,0.0,90
llama2,fp32,32,3.6552295232250565e-08,5.035583412055233e-09,0.0,90
llama2,fp16,32,4.697020699495624e-06,1.1775484697329475e-06,0.0,83
llama2,fp32,32,2.38276805508697e-08,8.031186375656585e-09,0.0,83
llama2,fp16,32,5.991832615848125e-06,1.4953427577291123e-06,0.0,66
llama2,fp32,32,3.608096382778925e-08,1.3368918694300902e-08,0.0,66
llama2,fp16,32,6.265198943866679e-06,1.5762378390571374e-06,0.0,87
llama2,fp32,32,3.229199760368395e-08,6.441931862943839e-09,0.0,87
llama2,fp16,32,1.466388220849879e-06,3.685079797144386e-07,0.0,68
llama2,fp32,32,1.7322380141404636e-08,4.116159232903094e-09,0.0,68
llama2,fp16,32,9.383970263954211e-06,2.3555833763566625e-06,0.0,68
llama2,fp32,32,3.9210804714251424e-08,8.598486894717539e-09,0.0,68
llama2,fp16,32,6.101744151720823e-06,1.5205361898473768e-06,0.0,59
llama2,fp32,32,2.724098258077845e-08,1.4812006121633914e-08,0.0,59
llama2,fp16,32,7.277759836776809e-06,1.8189023700543316e-06,0.0,56
llama2,fp32,32,2.3924741743286404e-08,1.6315984785464366e-08,0.0,56
llama2,fp16,32,7.39340836730662e-06,1.849688492150392e-06,0.0,48
llama2,fp32,32,3.916834551143111e-08,1.0666194955044617e-08,0.0,48
llama2,fp16,32,3.792313068018416e-06,9.454471472380988e-07,0.0,51
llama2,fp32,32,3.1344587911319444e-08,6.1311917418094275e-09,0.0,51
llama2,fp16,32,1.2506969087056063e-06,3.155033359569792e-07,0.0,45
llama2,fp32,32,3.054739544650076e-08,4.364341388285453e-09,0.0,45
llama2,fp16,32,1.951988887527456e-06,5.04288504954431e-07,0.0,93
llama2,fp32,32,3.080422736334576e-08,3.100765984254128e-09,0.0,93
llama2,fp16,32,4.343396621475648e-06,1.0925887276302948e-06,0.0,101
llama2,fp32,32,2.670649390263541e-08,7.111135777448929e-09,0.0,101
llama2,fp16,32,4.81333347801538e-06,1.2036318334240903e-06,0.0,86
llama2,fp32,32,2.0300757639160616e-08,9.08900034402027e-09,0.0,86
llama2,fp16,32,7.796964503370418e-06,1.9507099133786454e-06,0.0,30
llama2,fp32,32,3.2611889355660395e-08,5.320020070309628e-09,0.0,30
llama2,fp16,32,6.5631365284701815e-06,1.6383120715612876e-06,0.0,40
llama2,fp32,32,3.531150546964845e-08,4.919355534038772e-09,0.0,40
llama2,fp16,32,7.553353579603517e-06,1.892203136399928e-06,0.0,111
llama2,fp32,32,3.637981321746864e-08,1.3080493688200079e-08,0.0,111
llama2,fp16,32,1.2388842345334439e-06,3.1936485675454485e-07,0.0,55
llama2,fp32,32,3.0542965323565596e-08,2.6207461756300177e-09,0.0,55
llama2,fp16,32,4.924194623612266e-06,1.2411625269770354e-06,0.0,54
llama2,fp32,32,2.937741777619962e-08,9.119897198539562e-09,0.0,54
llama2,fp16,32,4.676358980937323e-06,1.168140530138917e-06,0.0,71
llama2,fp32,32,2.9712434762574347e-08,5.235533298564299e-09,0.0,71
llama2,fp16,32,1.49636010167431e-06,3.728932474744706e-07,0.0,39
llama2,fp32,32,2.751702614378626e-08,6.404929331134022e-09,0.0,39
llama2,fp16,32,3.936618295341532e-06,9.813163492355947e-07,0.0,71
llama2,fp32,32,3.628904832186919e-08,8.007188273539967e-09,0.0,71
llama2,fp16,32,1.4918786267470452e-06,3.739239996247701e-07,0.0,86
llama2,fp32,32,2.95303603722874e-08,3.245689882223207e-09,0.0,86
llama2,fp16,32,2.940592859879132e-06,7.409958975301834e-07,0.0,33
llama2,fp32,32,2.812490029757697e-08,5.26173749015868e-09,0.0,33
llama2,fp16,32,1.3534089761679802e-06,3.3423386031072866e-07,0.0,48
llama2,fp32,32,3.162996531358431e-08,8.319627244068872e-09,0.0,48
llama2,fp16,32,1.5493944194311382e-06,3.806783065163355e-07,0.0,43
llama2,fp32,32,2.7303177073390028e-08,8.955444478868368e-09,0.0,43
llama2,fp16,32,2.7470555972186617e-06,6.801452708260491e-07,0.0,63
llama2,fp32,32,2.7731445625955864e-08,1.2140276173244757e-08,0.0,63
llama2,fp16,32,9.202282186260291e-07,2.3697566781111234e-07,0.0,93
llama2,fp32,32,3.512423452090019e-08,2.1644836877693363e-09,0.0,93
llama2,fp16,32,2.794484154411414e-06,7.058774003781965e-07,0.0,73
llama2,fp32,32,2.8272975377552356e-08,6.334040607985925e-09,0.0,73
llama2,fp16,32,4.544193126676532e-06,1.1415181431218002e-06,0.0,44
llama2,fp32,32,3.106953433418269e-08,8.277536690803888e-09,0.0,44
llama2,fp16,32,7.9396818080113e-06,1.9793219152575148e-06,0.0,78
llama2,fp32,32,3.4844410357059985e-08,8.200647487466295e-09,0.0,78
llama2,fp16,32,7.16645840626029e-06,1.798979459621819e-06,0.0,94
llama2,fp32,32,3.703673490118575e-08,1.1468117178115023e-08,0.0,94
llama2,fp16,32,6.8084242386134974e-06,1.7193554047167936e-06,0.0,58
llama2,fp32,32,3.245317448108409e-08,9.271021172985172e-09,0.0,58
llama2,fp16,32,6.231107649412593e-06,1.5729226563454546e-06,0.0,75
llama2,fp32,32,4.3983459034613315e-08,1.233959801005824e-08,0.0,75
llama2,fp16,32,1.8247351367683962e-06,4.585073314355981e-07,0.0,40
llama2,fp32,32,3.907883278086999e-08,4.33381976139291e-09,0.0,40
llama2,fp16,32,8.790305964012646e-06,2.196448097180337e-06,0.0,92
llama2,fp32,32,3.72191595321425e-08,7.25996054939948e-09,0.0,92
llama2,fp16,32,7.140894401347353e-07,1.7378301014892017e-07,0.0,72
llama2,fp32,32,2.2420725741267855e-08,5.35556302604101e-09,0.0,72
llama2,fp16,32,1.1605348442245145e-06,2.882530825143448e-07,0.0,45
llama2,fp32,32,2.1326215965053463e-08,4.136048097763689e-09,0.0,45
llama2,fp16,32,3.989064567999634e-06,1.003244066821729e-06,0.0,59
llama2,fp32,32,3.570604574856806e-08,8.86461665183802e-09,0.0,59
llama2,fp16,32,2.819992737101984e-06,6.971342373929268e-07,0.0,59
llama2,fp32,32,1.6064477248445286e-08,3.367473667970078e-09,0.0,59
llama2,fp16,32,7.433648621102407e-06,1.857917935943476e-06,0.0,53
llama2,fp32,32,3.202023074466709e-08,1.6334121194505613e-08,0.0,53
llama2,fp16,32,3.152471310608151,0.20404515427587677,0.34375,81
llama2,fp32,32,2.2809374833343554e-08,1.0891688329017768e-08,0.0,81
llama2,fp16,32,5.702998437939755e-06,1.4203924871836193e-06,0.0,81
llama2,fp32,32,1.536730831475097e-08,1.7062010207458123e-08,0.0,81
llama2,fp16,32,1.7536279210972339e-06,4.3595578674837654e-07,0.0,53
llama2,fp32,32,2.299403668859501e-08,4.1571400436618555e-09,0.0,53
llama2,fp16,32,1.0929082039368154e-06,2.676723504790868e-07,0.0,59
llama2,fp32,32,2.319717518073361e-08,5.2254070984471615e-09,0.0,59
llama2,fp16,32,6.165758212883787e-07,1.4425561895015093e-07,0.0,43
llama2,fp32,32,2.2291625600967535e-08,6.750858271703519e-09,0.0,43
llama2,fp16,32,5.502081352304344e-06,1.3824849156574004e-06,0.0,84
llama2,fp32,32,1.7526541551404762e-08,1.3431135981178954e-08,0.0,84
llama2,fp16,32,2.0648970645575915e-06,5.209962979368932e-07,0.0,48
llama2,fp32,32,1.4554358031271253e-08,4.002638626156318e-09,0.0,48
llama2,fp16,32,6.518752744988365e-06,1.6334554336847051e-06,0.0,76
llama2,fp32,32,2.462324664304072e-08,7.621130504453788e-09,0.0,76
llama2,fp16,32,5.941093529915342e-06,1.4856986017969254e-06,0.0,53
llama2,fp32,32,2.375180191242776e-08,1.1378989323712618e-08,0.0,53
llama2,fp16,32,1.3183866016674983e-06,3.3241839247910576e-07,0.0,67
llama2,fp32,32,3.05147513368631e-08,2.2497716862211747e-09,0.0,67
llama2,fp16,32,2.1110093417209264e-06,5.18664062837404e-07,0.0,64
llama2,fp32,32,1.614489002037256e-08,3.840354814320032e-09,0.0,64
llama2,fp16,32,8.470077325739567e-06,2.129643574932949e-06,0.0,98
llama2,fp32,32,3.347143473497738e-08,1.542558641931535e-08,0.0,98
llama2,fp16,32,7.696008205715366e-06,1.9233795188755565e-06,0.0,126
llama2,fp32,32,2.1837345931530194e-08,7.274506108601031e-09,0.0,126
llama2,fp16,32,6.2767719101186614e-06,1.5761118868362622e-06,0.0,29
llama2,fp32,32,3.926906777529382e-08,1.0787444083837361e-08,0.0,29
llama2,fp16,32,7.979815151770708e-06,2.001685050156965e-06,0.0,58
llama2,fp32,32,3.275532756141786e-08,1.2399688581465895e-08,0.0,58
llama2,fp16,32,4.830811295875037e-06,1.213221246021412e-06,0.0,71
llama2,fp32,32,4.336358209316993e-08,1.0066212427842225e-08,0.0,71
llama2,fp16,32,5.912838210830884e-06,1.4836454357292084e-06,0.0,28
llama2,fp32,32,5.845750149571782e-08,4.741617848358359e-09,0.0,28
llama2,fp16,32,3.3200305553648946e-06,8.315413956294648e-07,0.0,34
llama2,fp32,32,2.2252129860955705e-08,2.4601165410365056e-09,0.0,34
